,Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
121,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.580999960266931,-4.446458925269346,Wells Fargo & Company,CA,93111.0,,82.98175923868182,Referral,2013-07-31,Closed with explanation,Yes,No,470103
122,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.22393591118793,-1.835830372997691,Citibank,AL,36854.0,,2.33354142371436,Referral,2013-07-31,Closed with monetary relief,Yes,No,470206
123,2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,5.3421224872471615,-1.5134922411949967,Ocwen,FL,33558.0,,52.381823184502174,Phone,2013-11-03,Closed with explanation,Yes,No,470970
124,2013-07-30,Credit card,,APR or interest rate,,0.6498383279978736,-0.7891869231548007,Amex,MA,2215.0,,47.54108090843047,Referral,2013-08-02,Closed with explanation,Yes,No,470132
125,2013-07-30,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,2.0754684605415195,-0.5280408221375306,"Convergent Resources, Inc.",NV,89074.0,,31.69228553032175,Referral,2013-08-01,Closed,Yes,No,469810
126,2013-07-30,Credit card,,Billing disputes,,0.5239704230928023,-2.6724435237023334,Amex,NY,12060.0,,28.541688719671008,Referral,2013-08-02,Closed with explanation,Yes,Yes,470151
127,2013-07-30,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.5882040324426798,-1.5116648908231332,Bank of America,TX,78239.0,,48.25221208344251,Fax,2013-07-31,Closed with explanation,Yes,Yes,475278
128,2013-07-31,Credit card,,Transaction issue,,2.3098184805997857,-0.8185985692738674,Discover,OR,97086.0,,89.56323234976442,Referral,2013-08-02,Closed with non-monetary relief,Yes,No,471053
129,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6330621810201964,-0.5892766946884874,Nationstar Mortgage,GA,30121.0,,27.490406483570585,Referral,2013-09-19,Closed with explanation,Yes,No,535169
130,2013-07-30,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,1.222172482513503,-1.4388383774279516,Ocwen,VA,20878.0,,49.46594067988252,Web,2013-07-31,Closed with explanation,Yes,No,474284
131,2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,1.7481423065485355,-3.475627662884865,Equifax,MI,48439.0,,25.966674112265014,Postal mail,2013-08-26,Closed with explanation,Yes,No,471000
132,2013-07-30,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,4.25967713671512,-2.1447120602565377,"Navient Solutions, Inc.",MD,21078.0,,97.15507736199989,Web,2013-07-31,Closed with explanation,Yes,No,479648
133,2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.772646878323664,-2.123139560804752,Provident Funding,CT,6106.0,,36.38201896575481,Web,2013-08-05,Closed with explanation,Yes,No,474893
134,2013-07-31,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,0.899029160816841,-0.8771941456037692,Bank of America,NY,11581.0,,59.25227970927632,Web,2013-08-05,Closed with explanation,Yes,Yes,471014
135,2013-07-31,Credit card,,Balance transfer fee,,0.7856484705104197,-2.007262975551165,Discover,CA,91356.0,,27.732535228303,Web,2013-07-31,Closed with non-monetary relief,Yes,No,470488
136,2013-07-30,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.4803228490320874,-0.8358733518228023,Bank of America,GA,30121.0,,6.863298304747471,Web,2013-07-31,Closed with non-monetary relief,Yes,Yes,471164
137,2013-07-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.4707498277978024,-0.6391727623796932,Specialized Loan Servicing LLC,CA,94565.0,,3.199874563792612,Web,2013-08-05,Closed,Yes,No,471015
138,2013-07-30,Bank account or service,Checking account,"Account opening, closing, or management",,0.5143773995686708,-0.9211021384583371,Bank of America,IL,60626.0,,44.957779697319594,Phone,2013-07-31,Closed with monetary relief,Yes,No,469836
139,2013-07-31,Credit reporting,,Incorrect information on credit report,Information is not mine,1.23168528124055,-0.5978380416178021,"TransUnion Intermediate Holdings, Inc.",OR,97236.0,,6.628163765650426,Postal mail,2013-08-20,Closed with explanation,Yes,No,471021
140,2013-07-30,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.5562221576918691,-4.316698530599837,Bank of America,OK,73053.0,Older American,1.631462131209334,Web,2013-07-30,Closed with explanation,Yes,No,468212
141,2013-07-30,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,0.9749404813390115,-1.100472201034579,CIT Bank National Association,FL,34237.0,,22.653453746446424,Referral,2013-07-31,Closed with explanation,Yes,Yes,479907
142,2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,2.2256358391291813,-4.390235747287187,Equifax,MO,63456.0,,35.22689696488786,Web,2013-08-06,Closed with non-monetary relief,Yes,No,480943
143,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.0462199622677675,-1.0957330914957915,Bank of America,MO,64048.0,,3.0336802815430355,Referral,2013-07-31,Closed with explanation,Yes,No,470235
144,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6782946602083899,-1.5490348419763806,Wells Fargo & Company,CA,95117.0,,46.97972357109959,Postal mail,2013-08-05,Closed with explanation,Yes,No,471037
145,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.3771666152607636,-1.6579191037586343,JPMorgan Chase & Co.,SC,29212.0,Servicemember,38.97897255954767,Referral,2013-07-31,Closed with explanation,Yes,Yes,470298
146,2013-07-31,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,2.8164647747649636,-1.8566026731368317,Total Recovery Solutions,TX,77551.0,,95.01989889384156,Web,2013-08-16,Closed with explanation,Yes,Yes,482436
147,2013-07-31,Credit card,,Billing disputes,,3.257975071602631,-1.1919620885173074,Bank of America,MT,59446.0,,10.802954111317547,Phone,2013-08-02,Closed with monetary relief,Yes,No,471048
148,2013-07-31,Credit reporting,,Incorrect information on credit report,Public record,2.156155419781313,-1.9788795812178315,Experian,AL,35124.0,,27.635420829909958,Web,2013-07-31,Closed with non-monetary relief,Yes,No,476098
149,2013-07-30,Mortgage,Other mortgage,Other,,1.76483554927123,-1.6767989788046385,Ditech Financial LLC,NH,3431.0,,39.72147801860237,Referral,2013-08-02,Closed with explanation,Yes,No,469980
150,2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,1.3389445936265516,-1.3718540797255518,"Afni, Inc.",NY,14623.0,,96.53856522422952,Postal mail,2013-07-31,Closed with explanation,Yes,Yes,461803
151,2013-07-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,0.5529167916574981,-0.6573270344718314,Wells Fargo & Company,PA,19015.0,,62.72156997710092,Web,2013-08-02,Closed with explanation,Yes,No,473955
152,2013-07-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,1.0445705986049436,-0.5387300280382983,Experian,TX,76706.0,,89.83503143714039,Web,2013-07-30,Closed with explanation,Yes,No,470018
153,2013-07-30,Debt collection,Auto,Communication tactics,Frequent or repeated calls,1.1163135223441554,-2.312042531300244,Santander Consumer USA Holdings Inc,IL,62650.0,Servicemember,7.236290753489751,Web,2013-07-30,Closed with explanation,Yes,No,469982
154,2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,1.8033331605752632,-2.25408253524449,BMW Financial Services,IL,60601.0,,30.948677935653837,Web,2013-07-31,Closed with explanation,Yes,No,469979
155,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.9713715560568981,-4.799736321870783,Bank of America,MD,20878.0,,53.44026737710837,Referral,2013-07-31,Closed,Yes,No,470507
156,2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,1.153804404881358,-0.5826187533798297,"Southwest Credit Systems, L.P.",NY,14623.0,,40.441610329171326,Postal mail,2013-07-31,Closed,Yes,,461804
157,2013-07-30,Credit card,,Closing/Cancelling account,,1.0338194894773705,-1.1686918009488432,Wells Fargo & Company,CO,80520.0,,89.25768767642917,Postal mail,2013-07-31,Closed,Yes,No,470022
158,2013-07-31,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,0.8166809143749614,-0.5246567695782403,Credit Acceptance Corporation,AL,35124.0,,63.31905050585989,Web,2013-08-05,Closed with explanation,Yes,No,476099
159,2013-07-30,Bank account or service,Checking account,Deposits and withdrawals,,1.675847336342811,-0.7929074701322402,TD Bank US Holding Company,NJ,7869.0,,75.71419424208545,Phone,2013-07-31,Closed with explanation,Yes,No,463412
160,2013-07-31,Bank account or service,Savings account,"Account opening, closing, or management",,2.0976448770163447,-1.182491571503049,Wells Fargo & Company,CA,91214.0,Older American,59.32345705341174,Web,2013-08-02,Closed with explanation,Yes,No,471075
161,2013-07-31,Credit card,,Billing disputes,,1.2369462866895373,-1.37264618064164,JPMorgan Chase & Co.,MO,65203.0,,30.365576002570315,Web,2013-08-02,Closed with monetary relief,Yes,Yes,471067
162,2013-07-31,Bank account or service,Checking account,Problems caused by my funds being low,,1.274571846995773,-0.5290597896260937,TD Bank US Holding Company,NJ,8850.0,,57.48347338448716,Web,2013-08-02,Closed with explanation,Yes,No,471077
163,2013-07-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,0.5166614763468786,-0.9126681434629575,Citibank,CA,92610.0,Older American,34.00487436559369,Web,2013-08-02,Closed with explanation,Yes,No,463102
164,2013-07-31,Bank account or service,Other bank product/service,Using a debit or ATM card,,0.729725614787642,-3.2762212847847234,Synchrony Financial,NC,27705.0,,38.06221974134055,Web,2013-08-06,Closed with explanation,Yes,No,480956
165,2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,1.0792761694139585,-0.6036481321493851,Experian,CT,6016.0,,76.079258990452,Postal mail,2013-08-12,Closed with non-monetary relief,Yes,No,471082
166,2013-07-31,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,0.552637077898762,-1.2909586632212235,PNC Bank N.A.,MD,20667.0,,23.6725821884461,Web,2013-08-05,Closed with explanation,Yes,Yes,471100
167,2013-07-30,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,1.9094597320500375,-1.117956209742662,"Carrington Mortgage Holdings, LLC.",CA,90808.0,,77.49462075626495,Postal mail,2013-07-31,Closed with non-monetary relief,Yes,No,468579
168,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,5.212018854120221,-0.8450878857582602,Nationstar Mortgage,CA,95678.0,,28.49467945951854,Postal mail,2013-08-02,Closed with explanation,Yes,No,471127
169,2013-07-31,Credit card,,Billing disputes,,2.1468625418307665,-0.7922167962245508,Citibank,PA,19002.0,,76.32437119598997,Postal mail,2013-08-02,Closed with monetary relief,Yes,No,471130
170,2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,1.1972778491998095,-1.6086993158569667,Experian,GA,31024.0,,78.25022797197047,Web,2013-07-31,Closed with explanation,Yes,No,471132
171,2013-07-31,Bank account or service,Savings account,"Account opening, closing, or management",,0.9875803734798934,-1.0035878676000318,BB&T Financial,FL,33060.0,,1.9416498331644276,Referral,2013-08-02,Closed with monetary relief,Yes,No,471336
172,2013-07-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,1.3119387004216712,-2.9397291802925105,Synchrony Financial,KS,66062.0,,42.24540197949091,Postal mail,2013-08-01,Closed with explanation,Yes,No,470089
173,2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.9016380054180597,-0.6985180028323552,"Bayview Loan Servicing, LLC",GA,30566.0,,30.02135393834485,Web,2013-08-01,Closed with explanation,Yes,Yes,471143
174,2013-07-31,Bank account or service,Checking account,Deposits and withdrawals,,0.5502378006211174,-1.122793097412452,U.S. Bancorp,TX,75025.0,,85.13615948147675,Web,2013-08-02,Closed with explanation,Yes,No,471152
175,2013-07-30,Credit reporting,,Incorrect information on credit report,Account status,1.117136322331704,-1.2646484836344127,"TransUnion Intermediate Holdings, Inc.",FL,32404.0,Servicemember,94.97460971328329,Postal mail,2013-08-12,Closed with explanation,Yes,No,475642
176,2013-07-31,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,1.5098284183443287,-0.5220238640331981,"Platinum Holdings Group, LLC",CA,92504.0,,94.68291319497257,Web,2013-08-16,Closed with explanation,Yes,Yes,480974
177,2013-07-31,Bank account or service,Checking account,Deposits and withdrawals,,2.125184507606334,-2.633590541974632,Bank of America,MI,48240.0,,69.79249749898739,Phone,2013-08-02,Closed with explanation,Yes,No,471160
178,2013-07-31,Credit card,,Payoff process,,2.7338841722784086,-0.6525785005440401,Citibank,ME,4005.0,,79.869946279228,Phone,2013-08-02,Closed with explanation,Yes,No,471163
179,2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.9250242391634438,-0.5385484321311806,Bank of America,MD,21843.0,Older American,8.531671085064346,Postal mail,2013-07-31,Closed with explanation,Yes,No,470150
180,2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,1.1215336366375015,-2.747464296613089,Equifax,CO,80917.0,,4.4319988517966875,Web,2013-07-31,Closed with non-monetary relief,Yes,No,471166
181,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.2412628252675457,-1.305132702509682,Bank of America,FL,33146.0,,20.831342621182948,Referral,2013-08-05,Closed with explanation,Yes,Yes,461071
182,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.873406073062724,-0.5778992587837747,"Seterus, Inc.",FL,33146.0,,71.44554256170058,Referral,2013-08-02,Closed with explanation,Yes,No,461072
183,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.2908709571047123,-1.793961814598509,Citibank,FL,33146.0,,39.840964501892316,Referral,2013-08-02,Closed with explanation,Yes,No,461073
184,2013-07-31,Credit card,,Billing disputes,,1.3988150601265175,-1.1536918928212825,Discover,HI,96813.0,,60.0496872379484,Referral,2013-08-02,Closed with explanation,Yes,Yes,471171
185,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.6460040400953002,-0.6058701340297337,Bank of America,FL,33993.0,,53.35702695858069,Referral,2013-08-02,Closed with explanation,Yes,No,471172
186,2013-07-30,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,1.2101777961191487,-2.772848981784716,Bank of America,NV,89014.0,Older American,43.633098086283944,Phone,2013-08-01,Closed with explanation,Yes,No,469081
187,2013-07-30,Credit card,,Billing disputes,,0.8814893446252332,-0.5305522059887797,Amex,NJ,7506.0,,93.26403305236303,Referral,2013-07-31,Closed with explanation,Yes,No,470373
188,2013-07-30,Bank account or service,Checking account,"Account opening, closing, or management",,0.5012784737499746,-0.6411688043098278,Bank of America,MA,2119.0,,27.093032957895655,Referral,2013-07-31,Closed with explanation,Yes,No,470365
189,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,4.892095786295825,-0.5596050862845733,JPMorgan Chase & Co.,GA,30349.0,,4.384910148696426,Referral,2013-08-02,Closed with explanation,Yes,No,475640
190,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.5111641707133195,-0.9249024738198046,Citibank,CA,91364.0,,56.665818732714534,Referral,2013-08-02,Closed with explanation,Yes,No,471327
191,2013-07-31,Mortgage,Other mortgage,Settlement process and costs,,0.5879830296461444,-2.986679523548948,Embrace Home Loans Inc,NC,27407.0,,97.2830245789397,Referral,2013-08-02,Closed with explanation,No,,471177
192,2013-07-31,Mortgage,Other mortgage,Other,,0.5358296708443613,-2.0417821894576758,Bank of America,CO,80126.0,,60.16926360496629,Referral,2013-08-05,Closed with non-monetary relief,Yes,Yes,471179
